index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
32666,408-1917148-0465940,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,442,KHARDAHA,WEST BENGAL,700117,IN,FALSE,Easy Ship
32672,405-6422036-5284303,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1126,HYDERABAD,TELANGANA,500040,IN,FALSE,Easy Ship
32673,403-3810130-8379540,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,744,NAGARKURNOOL,TELANGANA,509209,IN,FALSE,Easy Ship
32674,402-8232938-3360348,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,545,DEHRADUN,UTTARAKHAND,248001,IN,FALSE,Easy Ship
32678,403-8745417-4133907,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,459,CHENNAI,TAMIL NADU,600053,IN,FALSE,Easy Ship
32679,407-2636623-7864339,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,725,HYDERABAD,TELANGANA,500067,IN,FALSE,Easy Ship
32688,405-0864248-6775548,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,499,Faridabad,HARYANA,121004,IN,FALSE,Easy Ship
32689,405-6253918-3636319,2022-04-11,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,554.29,KOLKATA,WEST BENGAL,700092,IN,FALSE,Easy Ship
32690,405-8545650-4021957,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,499,Ranikhet,UTTARAKHAND,263645,IN,FALSE,Easy Ship
32691,402-7194626-3409907,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,635,RAJKOT,Gujarat,360007,IN,FALSE,Easy Ship
32698,406-2295229-5043549,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,563,LUCKNOW,UTTAR PRADESH,226003,IN,FALSE,Easy Ship
32699,403-8622153-6231561,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1221,HYDERABAD,TELANGANA,500018,IN,FALSE,Easy Ship
32702,171-5893391-0276335,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1221,KURNOOL,ANDHRA PRADESH,518001,IN,FALSE,Easy Ship
32704,408-1410569-7136300,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,759,VIKASNAGAR,UTTARAKHAND,248198,IN,FALSE,Easy Ship
32710,405-5144822-9645938,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,725,NEW DELHI,DELHI,110096,IN,FALSE,Easy Ship
32711,406-5378680-8353137,2022-04-11,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,1005.36,NEW DELHI,DELHI,110078,IN,FALSE,Easy Ship
32714,171-2245202-8545166,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,474,JHUNJHUNU,RAJASTHAN,333031,IN,FALSE,Easy Ship
32715,407-0567706-0801965,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,499,MANGALURU,KARNATAKA,575004,IN,FALSE,Easy Ship
32721,171-6847347-3493152,2022-04-11,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,981.25,GORAKHPUR,UTTAR PRADESH,273008,IN,FALSE,Easy Ship
32723,406-7034120-7497121,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,574,NAGPUR,MAHARASHTRA,440009,IN,FALSE,Easy Ship
32724,406-2280126-9637125,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,625,COIMBATORE,TAMIL NADU,641021,IN,FALSE,Easy Ship
32727,405-1508326-6125968,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,478,Kolkata,WEST BENGAL,700107,IN,FALSE,Easy Ship
32731,407-4251579-7722750,2022-04-11,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,475.24,RAMPURHAT,WEST BENGAL,731224,IN,FALSE,Easy Ship
32732,405-3426769-7652368,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,788,DAVANAGERE,KARNATAKA,577004,IN,FALSE,Easy Ship
32734,171-7981476-6619501,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XS,Shipped,1,INR,518,CHENNAI,TAMIL NADU,600020,IN,FALSE,Easy Ship
32736,404-5089733-5874759,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1126,JAMMU,JAMMU & KASHMIR,180001,IN,FALSE,Easy Ship
32738,171-8260419-4709164,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,533,CORBETT,UTTARAKHAND,244715,IN,FALSE,Easy Ship
32741,407-5857160-1281109,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,888,PUNE,MAHARASHTRA,411001,IN,FALSE,Easy Ship
32746,404-6745828-0474701,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,259,KOLKATA,WEST BENGAL,700028,IN,FALSE,Easy Ship
32750,408-1625835-7636314,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,533,Darbhanga,Bihar,847304,IN,FALSE,Easy Ship
32754,403-0792364-6253130,2022-04-11,Cancelled,Merchant,Amazon.in,Standard,Shirt,S,On the Way,0,INR,403.81,PUNE,MAHARASHTRA,411006,IN,FALSE,Easy Ship
32755,405-6577211-8358724,2022-04-11,Cancelled,Merchant,Amazon.in,Standard,Shirt,3XL,On the Way,0,INR,436.19,HYDERABAD,TELANGANA,500080,IN,FALSE,Easy Ship
32756,405-6577211-8358724,2022-04-11,Cancelled,Merchant,Amazon.in,Standard,T-shirt,3XL,On the Way,0,INR,750.48,HYDERABAD,TELANGANA,500080,IN,FALSE,Easy Ship
32757,405-3320548-4405903,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,684,CORBETT,UTTARAKHAND,244715,IN,FALSE,Easy Ship
32759,171-6769699-3898711,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1299,NJARACKAL P.O,KERALA,682505,IN,FALSE,Easy Ship
32760,407-0713825-8653947,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399,"Elettil vattoli,kozhikode",KERALA,673572,IN,FALSE,Easy Ship
32763,406-8152404-2779513,2022-04-11,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,522.86,NEW DELHI,DELHI,110016,IN,FALSE,Easy Ship
32764,404-9484748-9408359,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,499,POOTHAKKULAM,KERALA,691302,IN,FALSE,Easy Ship
32765,404-9484748-9408359,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,549,POOTHAKKULAM,KERALA,691302,IN,FALSE,Easy Ship
32766,407-5024323-9102722,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1126,NEW DELHI,DELHI,110008,IN,FALSE,Easy Ship
32768,407-6504432-3130742,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1126,ROHTAK,HARYANA,124001,IN,FALSE,Easy Ship
32769,407-6504432-3130742,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1115,ROHTAK,HARYANA,124001,IN,FALSE,Easy Ship
32773,404-1788640-6681150,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,295,CHENNAI,TAMIL NADU,600056,IN,FALSE,Easy Ship
32777,407-0355102-7050773,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,533,CHENNAI,TAMIL NADU,600130,IN,FALSE,Easy Ship
32779,404-7377348-4045125,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,521,HYDERABAD,TELANGANA,500075,IN,FALSE,Easy Ship
32783,405-2756391-3461130,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,859,VASAI west,MAHARASHTRA,401201,IN,FALSE,Easy Ship
32787,405-8876490-7089100,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,487,GUDIVADA KRISHNA DISTRICT,ANDHRA PRADESH,521301,IN,FALSE,Easy Ship
32789,171-7991711-6597121,2022-04-11,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,408.57,VISAKHAPATNAM,ANDHRA PRADESH,530032,IN,FALSE,Easy Ship
32790,171-8379023-9601117,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1287,BENGALURU,KARNATAKA,560083,IN,FALSE,Easy Ship
32791,408-8648043-8640362,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,0,Pune51,MAHARASHTRA,411051,IN,FALSE,Easy Ship
32793,408-6264083-4613142,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,599,Mumbai,MAHARASHTRA,400064,IN,FALSE,Easy Ship
32794,171-6889225-2918728,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,599,HOWRAH,WEST BENGAL,711109,IN,FALSE,Easy Ship
32796,406-3104311-3425925,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,725,Ernakulam,KERALA,683515,IN,FALSE,Easy Ship
32797,403-9487335-4870734,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,458,RAE BARELI,UTTAR PRADESH,229001,IN,FALSE,Easy Ship
32798,402-5289100-3363541,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,597,DOIWALA,UTTARAKHAND,248140,IN,FALSE,Easy Ship
32800,408-4408446-1153122,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,0,PAONTA SAHIB,HIMACHAL PRADESH,173025,IN,FALSE,Easy Ship
32802,408-9796757-8480336,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,0,PAONTA SAHIB,HIMACHAL PRADESH,173025,IN,FALSE,Easy Ship
32803,403-9353192-4005956,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,484,MUMBAI,MAHARASHTRA,400066,IN,FALSE,Easy Ship
32804,403-9353192-4005956,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,499,MUMBAI,MAHARASHTRA,400066,IN,FALSE,Easy Ship
32816,407-5836993-3066706,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,950,VELLORE,TAMIL NADU,632003,IN,FALSE,Easy Ship
32820,408-7997468-9610736,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,788,JAIPUR,RAJASTHAN,302013,IN,FALSE,Easy Ship
32822,408-8496647-5767503,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,533,KOLKATA,WEST BENGAL,700078,IN,FALSE,Easy Ship
32826,405-0215741-3407515,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,487,MACHILIPATNAM,ANDHRA PRADESH,521001,IN,FALSE,Easy Ship
32829,408-7896782-2890711,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,0,MUMBAI,MAHARASHTRA,400012,IN,FALSE,Easy Ship
32831,402-7515893-5061906,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,788,SHAHJAHANPUR,UTTAR PRADESH,242001,IN,FALSE,Easy Ship
32832,405-1478007-0327551,2022-04-11,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,788,Shravasti,UTTAR PRADESH,271803,IN,FALSE,Easy Ship
32838,403-9639443-0036322,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,291,PATNA,BIHAR,800001,IN,FALSE,Easy Ship
32839,403-2675136-0216364,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,474,BENGALURU,KARNATAKA,560076,IN,FALSE,Easy Ship
32843,408-1662364-6325102,2022-04-11,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,0,HYDERABAD,TELANGANA,500016,IN,FALSE,Easy Ship
32848,404-4354116-9008348,2022-04-11,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,449,KOLKATA,WEST BENGAL,700051,IN,FALSE,Easy Ship
32850,408-0204910-3678762,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,318,COIMBATORE,TAMIL NADU,641006,IN,FALSE,Easy Ship
32858,403-8604089-3688364,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,458,TIRUPATI,ANDHRA PRADESH,517501,IN,FALSE,Easy Ship
32859,406-8009396-9748316,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1299,VIJAPURA,KARNATAKA,586101,IN,FALSE,Easy Ship
32862,407-1314775-5735545,2022-04-11,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,647.62,TUMKUR,KARNATAKA,572107,IN,FALSE,Easy Ship
32866,404-6586145-3086740,2022-04-11,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1287,SIBSAGAR,ASSAM,785640,IN,FALSE,Easy Ship
32868,408-4380501-8767501,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,625,PUNE,MAHARASHTRA,411016,IN,FALSE,Easy Ship
32869,404-9595380-8531537,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,487,DEBAGARH,ODISHA,768119,IN,FALSE,Easy Ship
32872,171-5366679-1599557,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,654,CHENNAI,TAMIL NADU,600095,IN,FALSE,Easy Ship
32883,406-1127090-1931509,2022-04-11,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,654,Sukhchar,WEST BENGAL,700115,IN,FALSE,Easy Ship
32888,402-7100821-7494723,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,442,PUNE,MAHARASHTRA,411058,IN,FALSE,Easy Ship
32890,403-7803071-3733955,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,635,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE,Easy Ship
32891,403-6345852-7121148,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,488,KOCHI,KERALA,682006,IN,FALSE,Easy Ship
32892,407-6842585-5394764,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,353,SANGUEM,GOA,403410,IN,FALSE,Easy Ship
32893,407-3187453-5542766,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,363,Kolkata,WEST BENGAL,700016,IN,FALSE,Easy Ship
32911,402-7610320-2713935,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,653,COIMBATORE,TAMIL NADU,641005,IN,FALSE,Easy Ship
32913,408-3024186-7047537,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,654,GREATER NOIDA,UTTAR PRADESH,201310,IN,FALSE,Easy Ship
32915,407-2002192-7944312,2022-04-11,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,353,PUNE,MAHARASHTRA,411062,IN,FALSE,Easy Ship
32916,407-1411653-5181962,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,318,JAMMU,JAMMU & KASHMIR,180005,IN,FALSE,Easy Ship
32917,408-6056033-7755524,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,455,Baran,Rajasthan,325205,IN,FALSE,Easy Ship
32921,407-8741961-8514720,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,499,GONDA,UTTAR PRADESH,271001,IN,FALSE,Easy Ship
32923,407-8332629-7691511,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,950,KANPUR,UTTAR PRADESH,208023,IN,FALSE,Easy Ship
32929,407-0355604-8792340,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,362,MUMBAI,MAHARASHTRA,400072,IN,FALSE,Easy Ship
32930,407-1571182-8606721,2022-04-11,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,722.86,GUNTUR,ANDHRA PRADESH,522317,IN,FALSE,Easy Ship
32932,402-0626064-6084350,2022-04-11,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1126,LUCKNOW,UTTAR PRADESH,226003,IN,FALSE,Easy Ship
32946,405-9368312-9078761,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,899,AHMEDABAD,Gujarat,380008,IN,FALSE,Easy Ship
32947,407-7011061-3042734,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1233,NEW DELHI,DELHI,110074,IN,FALSE,Easy Ship
32949,407-0093468-1901148,2022-04-10,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XS,On the Way,0,INR,1100.89,NEW DELHI,DELHI,110074,IN,FALSE,Easy Ship
32951,404-0692909-2727534,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,563,MYSURU,KARNATAKA,570017,IN,FALSE,Easy Ship
32953,403-8610220-3633963,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,295,PUNE,MAHARASHTRA,411027,IN,FALSE,Easy Ship
32955,171-9588667-4094762,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,751,Melmaruvathur,TAMIL NADU,603319,IN,FALSE,Easy Ship
32957,402-8122747-0393909,2022-04-10,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,680,BHAGALPUR,BIHAR,812002,IN,FALSE,Easy Ship
32959,403-4185479-4257919,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,612,BENGALURU,KARNATAKA,560036,IN,FALSE,Easy Ship
32967,408-4843663-2881118,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,424,NASHIK,MAHARASHTRA,422011,IN,FALSE,Easy Ship
32968,407-0114320-7272372,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,562,FARIDABAD,HARYANA,121003,IN,FALSE,Easy Ship
32971,171-1660732-4277938,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,521,Alandi,MAHARASHTRA,412105,IN,FALSE,Easy Ship
32979,403-4858727-2491548,2022-04-10,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XXL,On the Way,0,INR,690.48,NAVI MUMBAI,MAHARASHTRA,400701,IN,FALSE,Easy Ship
32980,406-5412837-9773914,2022-04-10,Cancelled,Merchant,Amazon.in,Standard,Shirt,XS,On the Way,0,INR,492.38,THANE,MAHARASHTRA,401101,IN,FALSE,Easy Ship
32982,404-0259182-7385127,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,549,Thrissur,KERALA,680651,IN,FALSE,Easy Ship
32983,406-6951555-8505104,2022-04-10,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,INR,492.38,THANE,MAHARASHTRA,401101,IN,FALSE,Easy Ship
32986,405-8172537-4689939,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,654,Nagpur,MAHARASHTRA,440013,IN,FALSE,Easy Ship
32987,405-8172537-4689939,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,899,Nagpur,MAHARASHTRA,440013,IN,FALSE,Easy Ship
32992,407-8441367-2294719,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,375,KOLKATA,WEST BENGAL,700084,IN,FALSE,Easy Ship
32997,406-7868806-1650717,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,349,HYDERABAD,TELANGANA,500028,IN,FALSE,Easy Ship
32998,171-5820287-5303561,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,525,ALLAHABAD,UTTAR PRADESH,211006,IN,FALSE,Easy Ship
32999,404-6315549-1223529,2022-04-10,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,380,PUNE,MAHARASHTRA,411058,IN,FALSE,Easy Ship
33003,403-9741800-5819553,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,801,BENGALURU,KARNATAKA,560043,IN,FALSE,Easy Ship
33007,404-4981903-1518742,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,999,VADODARA,Gujarat,390008,IN,FALSE,Easy Ship
33012,403-3033222-9834752,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,363,HYDERABAD,TELANGANA,500094,IN,FALSE,Easy Ship
33026,406-4326061-5546766,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,458,BENGALURU,KARNATAKA,560039,IN,FALSE,Easy Ship
33029,408-9706325-0101931,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,0,BHARTHANA,UTTAR PRADESH,206242,IN,FALSE,Easy Ship
33030,408-4067480-2993100,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,696,NEW DELHI,DELHI,110059,IN,FALSE,Easy Ship
33032,404-9512559-8996340,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,319,KALAMASSERY,KERALA,683563,IN,FALSE,Easy Ship
33037,407-0504438-2024329,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1126,Alappuzha,KERALA,689121,IN,FALSE,Easy Ship
33038,405-4016197-7084310,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,499,Thiruvananthapuram,KERALA,695011,IN,FALSE,Easy Ship
33041,403-3250527-2139532,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,517,HYDERABAD,TELANGANA,500016,IN,FALSE,Easy Ship
33044,171-4080807-0210765,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,495,HYDERABAD,TELANGANA,502032,IN,FALSE,Easy Ship
33047,404-0921791-5774735,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,449,SEDAM,KARNATAKA,585222,IN,FALSE,Easy Ship
33048,404-0921791-5774735,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,562,SEDAM,KARNATAKA,585222,IN,FALSE,Easy Ship
33050,406-5121332-7487553,2022-04-10,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,701.9,UTTAR BAGDOGRA,WEST BENGAL,734014,IN,FALSE,Easy Ship
33053,407-0033326-2265938,2022-04-10,Cancelled,Merchant,Amazon.in,Standard,Trousers,XS,On the Way,0,INR,519.05,PUDUPAKKAM,TAMIL NADU,603103,IN,FALSE,Easy Ship
33056,406-8160757-0481949,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,499,MUMBAI,MAHARASHTRA,400007,IN,FALSE,Easy Ship
33060,403-4269731-9205107,2022-04-10,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,INR,475.24,KOLKATA,WEST BENGAL,700107,IN,FALSE,Easy Ship
33061,404-1614581-6008307,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,852,LUCKNOW,UTTAR PRADESH,226006,IN,FALSE,Easy Ship
